make,model,variant,year,age,engine_cc,transmission,fuel_type,mileage_km,registered_city,bonnet,roof,trunk,front_left_door,front_right_door,rear_left_door,rear_right_door,front_left_fender,front_right_fender,rear_left_fender,rear_right_fender,pieces_paint_no_putty,pieces_with_putty,pieces_replaced,total_pieces_damaged,seals_intact,accidental,is_total_genuine,price_in_lacs,price_pkr
Suzuki,Bolan,VX Euro II,2017,7,800,Manual,Petrol,89589,Rawalpindi,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,2,0,0,2,1,0,0,10.75,1075000
MG,HS,Exclusive 1.5 Turbo,2020,4,1500,Automatic,Petrol,54543,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,57.9,5790000
Toyota,Hilux,Revo Rocco,2019,5,2800,Automatic,Diesel,68148,Lahore,touchup_no_putty,genuine,touchup_no_putty,putty,touchup_no_putty,touchup_no_putty,putty,putty,putty,touchup_no_putty,putty,5,5,0,10,1,0,0,89.35,8935000
Honda,City,1.5 Aspire CVT (New Shape),2021,3,1500,Automatic,Petrol,26244,Lahore,putty,genuine,putty,putty,touchup_no_putty,touchup_no_putty,replaced,touchup_no_putty,putty,touchup_no_putty,touchup_no_putty,5,4,1,10,1,0,0,31.6,3160000
Toyota,Aqua,Hybrid S,2019,5,1500,Automatic,Hybrid,95613,Lahore,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,touchup_no_putty,genuine,2,0,0,2,1,0,0,27.7,2770000
Hyundai,Sonata,2.5,2024,0,2500,Automatic,Petrol,628,Faisalabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,100.85,10085000
Suzuki,Swift (Old),DLX 1.3,2014,10,1300,Manual,Petrol,142403,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,14.45,1445000
Hyundai,Elantra,GLS 2.0,2024,0,2000,Automatic,Petrol,5908,Islamabad,replaced,putty,putty,putty,replaced,putty,putty,replaced,putty,replaced,putty,0,7,4,11,1,1,0,26.55,2655000
Suzuki,Swift,GLX CVT,2022,2,1200,Automatic,Petrol,28735,Islamabad,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,3,0,0,3,1,0,0,40.8,4080000
Nissan,Dayz,Highway Star,2015,9,660,Automatic,Petrol,117562,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,1,0,0,1,1,0,0,16.85,1685000
Honda,Civic,RS Turbo 1.5,2021,3,1500,Automatic,Petrol,58557,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,1,0,0,1,1,0,0,53.1,5310000
Hyundai,Elantra,GLS 2.0,2023,1,2000,Automatic,Petrol,9320,Peshawar,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,63.8,6380000
Toyota,Hilux,Revo Rocco,2020,4,2800,Automatic,Diesel,54205,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,130.45,13045000
Suzuki,Wagon R,VXL,2018,6,1000,Manual,Petrol,67915,Lahore,genuine,genuine,genuine,genuine,putty,genuine,genuine,putty,putty,genuine,genuine,0,3,0,3,1,0,0,22.9,2290000
Suzuki,Alto,VXL AGS,2021,3,660,Automatic,Petrol,32830,Karachi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,25.9,2590000
Toyota,Yaris,ATIV X 1.5 CVT,2021,3,1500,Automatic,Petrol,46962,Lahore,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,putty,touchup_no_putty,genuine,genuine,2,1,0,3,1,0,0,38.5,3850000
Toyota,Vitz,F 1.0,2014,10,1000,Automatic,Petrol,117973,Islamabad,replaced,replaced,putty,replaced,putty,touchup_no_putty,replaced,putty,replaced,replaced,replaced,1,3,7,11,0,1,0,8.0,800000
Toyota,Fortuner,Sigma 4 2.8 Diesel,2022,2,2800,Automatic,Diesel,20180,Rawalpindi,genuine,genuine,genuine,touchup_no_putty,putty,genuine,genuine,putty,genuine,genuine,genuine,1,2,0,3,1,0,0,162.85,16285000
Toyota,Prado,TX 2.7,2017,7,2700,Automatic,Petrol,60053,Lahore,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,2,0,0,2,1,0,0,192.0,19200000
Suzuki,Alto,VXR,2019,5,660,Manual,Petrol,70057,Lahore,genuine,genuine,genuine,putty,putty,genuine,genuine,genuine,genuine,genuine,genuine,0,2,0,2,1,0,0,20.3,2030000
Changan,Karvaan,Plus,2021,3,1000,Manual,Petrol,40038,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,23.8,2380000
Toyota,Aqua,Hybrid S,2021,3,1500,Automatic,Hybrid,49498,Lahore,putty,touchup_no_putty,touchup_no_putty,putty,genuine,replaced,putty,putty,putty,putty,touchup_no_putty,3,6,1,10,1,0,0,18.65,1865000
Toyota,Vitz,F 1.0,2018,6,1000,Automatic,Petrol,75274,Lahore,genuine,genuine,putty,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,1,0,1,1,0,0,22.55,2255000
Hyundai,Tucson,AWD,2024,0,2000,Automatic,Petrol,1436,Islamabad,genuine,genuine,putty,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,2,1,0,3,1,0,0,78.15,7815000
Toyota,Vitz,F 1.0,2014,10,1000,Automatic,Petrol,107490,Gujranwala,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,18.45,1845000
Toyota,Hilux,Revo Rocco,2019,5,2800,Automatic,Diesel,71347,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,126.4,12640000
Honda,City,1.3 i-VTEC,2016,8,1300,Manual,Petrol,84873,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,1,0,0,1,1,0,0,22.95,2295000
Toyota,Aqua,Hybrid S,2020,4,1500,Automatic,Hybrid,54449,Islamabad,touchup_no_putty,genuine,touchup_no_putty,touchup_no_putty,putty,putty,putty,touchup_no_putty,putty,putty,touchup_no_putty,5,5,0,10,1,0,0,23.05,2305000
Honda,Civic,Reborn 1.8 Prosmatec,2012,12,1800,Automatic,Petrol,173802,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,13.25,1325000
Suzuki,Mehran,VXR,2007,17,800,Manual,Petrol,183115,Lahore,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,3,0,0,3,1,0,0,5.0,500000
Changan,Karvaan,Plus,2024,0,1000,Manual,Petrol,2738,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,1,0,0,1,1,0,0,31.85,3185000
KIA,Picanto,Automatic,2023,1,1000,Automatic,Petrol,4946,Rawalpindi,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,33.1,3310000
Toyota,Fortuner,Sigma 4 2.8 Diesel,2021,3,2800,Automatic,Diesel,37473,Karachi,touchup_no_putty,genuine,putty,putty,putty,putty,putty,touchup_no_putty,touchup_no_putty,replaced,touchup_no_putty,4,5,1,10,1,0,0,97.0,9700000
Suzuki,Cultus,Auto Gear Shift,2018,6,1000,Automatic,Petrol,51002,Peshawar,genuine,genuine,genuine,genuine,genuine,putty,genuine,genuine,genuine,putty,genuine,0,2,0,2,1,0,0,28.45,2845000
Changan,Karvaan,Plus,2022,2,1000,Manual,Petrol,43399,Sialkot,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,1,0,0,1,1,0,0,23.85,2385000
Toyota,Vitz,F 1.0,2014,10,1000,Automatic,Petrol,158821,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,17.1,1710000
Honda,Vezel,Hybrid Z,2015,9,1500,Automatic,Hybrid,153500,Karachi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,28.85,2885000
KIA,Sportage,FWD,2023,1,2000,Automatic,Petrol,11031,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,2,0,0,2,1,0,0,70.25,7025000
Honda,Civic,1.8 i-VTEC Oriel (X),2016,8,1800,Automatic,Petrol,134799,Faisalabad,genuine,genuine,genuine,genuine,genuine,putty,genuine,genuine,putty,genuine,genuine,0,2,0,2,1,0,0,34.8,3480000
Suzuki,Mehran,VXR,2011,13,800,Manual,Petrol,150203,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,5.45,545000
Toyota,Aqua,Hybrid S,2014,10,1500,Automatic,Hybrid,134718,Islamabad,genuine,genuine,genuine,genuine,putty,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,1,1,0,2,1,0,0,22.4,2240000
Suzuki,Mehran,VXR,2009,15,800,Manual,Petrol,226231,Karachi,genuine,genuine,genuine,putty,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,genuine,1,1,0,2,1,0,0,4.35,435000
Honda,City,Aspire 1.5 Prosmatec,2016,8,1500,Automatic,Petrol,121372,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,2,0,0,2,1,0,0,24.0,2400000
Daihatsu,Cuore,CX Eco,2010,14,800,Manual,Petrol,137028,Peshawar,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,3,0,0,3,1,0,0,5.4,540000
Toyota,Corolla,Altis 1.6,2015,9,1600,Automatic,Petrol,127529,Lahore,putty,touchup_no_putty,touchup_no_putty,putty,touchup_no_putty,replaced,putty,putty,putty,putty,touchup_no_putty,4,6,1,11,1,0,0,22.45,2245000
Honda,City,1.3 i-VTEC,2016,8,1300,Manual,Petrol,86599,Islamabad,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,3,0,0,3,1,0,0,21.8,2180000
Suzuki,Mehran,VXR,2009,15,800,Manual,Petrol,181925,Karachi,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,putty,genuine,genuine,putty,genuine,1,2,0,3,1,0,0,4.6,460000
Honda,City,1.3 i-VTEC,2016,8,1300,Manual,Petrol,129542,Lahore,putty,genuine,genuine,genuine,genuine,putty,genuine,putty,genuine,genuine,genuine,0,3,0,3,1,0,0,17.85,1785000
Suzuki,Every,PA / Join,2021,3,660,Automatic,Petrol,35718,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,22.15,2215000
Suzuki,Wagon R,VXL,2020,4,1000,Manual,Petrol,67271,Islamabad,putty,genuine,putty,replaced,touchup_no_putty,touchup_no_putty,putty,putty,touchup_no_putty,putty,putty,3,6,1,10,1,0,0,16.45,1645000
Toyota,Prius,1.8 S,2020,4,1800,Automatic,Hybrid,43992,Karachi,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,3,0,0,3,1,0,0,39.65,3965000
KIA,Stonic,EX+,2024,0,1400,Automatic,Petrol,3475,Islamabad,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,touchup_no_putty,2,0,0,2,1,0,0,51.95,5195000
Toyota,Fortuner,Sigma 4 2.8 Diesel,2019,5,2800,Automatic,Diesel,68787,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,166.05,16605000
Hyundai,Tucson,AWD,2024,0,2000,Automatic,Petrol,3480,Lahore,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,genuine,genuine,touchup_no_putty,3,0,0,3,1,0,0,82.35,8235000
Toyota,Prado,TX 2.7,2019,5,2700,Automatic,Petrol,71718,Peshawar,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,2,0,0,2,1,0,0,185.3,18530000
Toyota,Hilux,Revo Rocco,2022,2,2800,Automatic,Diesel,26715,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,138.7,13870000
KIA,Picanto,Automatic,2024,0,1000,Automatic,Petrol,1740,Rawalpindi,genuine,genuine,touchup_no_putty,putty,genuine,putty,genuine,genuine,genuine,genuine,touchup_no_putty,2,2,0,4,1,0,0,32.3,3230000
Suzuki,Cultus (Old),Euro II,2013,11,1000,Manual,Petrol,153063,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,8.1,810000
Honda,City,Aspire 1.5 Prosmatec,2014,10,1500,Automatic,Petrol,114635,Lahore,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,3,0,0,3,1,0,0,23.45,2345000
Toyota,Prius,1.8 S,2019,5,1800,Automatic,Hybrid,65824,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,touchup_no_putty,genuine,3,0,0,3,1,0,0,41.15,4115000
MG,HS,Exclusive 1.5 Turbo,2023,1,1500,Automatic,Petrol,12228,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,69.95,6995000
Honda,City,1.5 Aspire CVT (New Shape),2021,3,1500,Automatic,Petrol,28102,Lahore,putty,genuine,putty,replaced,touchup_no_putty,putty,putty,putty,putty,putty,putty,1,8,1,10,1,0,0,26.2,2620000
KIA,Stonic,EX+,2024,0,1400,Automatic,Petrol,1286,Lahore,putty,replaced,replaced,putty,putty,replaced,replaced,replaced,genuine,replaced,putty,0,4,6,10,0,1,0,17.95,1795000
Suzuki,Swift (Old),DLX 1.3,2020,4,1300,Manual,Petrol,75155,Islamabad,touchup_no_putty,putty,putty,touchup_no_putty,genuine,touchup_no_putty,touchup_no_putty,touchup_no_putty,putty,putty,putty,5,5,0,10,1,0,0,11.4,1140000
Hyundai,Tucson,AWD,2021,3,2000,Automatic,Petrol,20356,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,1,0,0,1,1,0,0,75.35,7535000
Toyota,Corolla,GLi 1.3 Automatic,2014,10,1300,Automatic,Petrol,157936,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,23.55,2355000
MG,HS,Exclusive 1.5 Turbo,2023,1,1500,Automatic,Petrol,4099,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,69.3,6930000
Toyota,Fortuner,Sigma 4 2.8 Diesel,2021,3,2800,Automatic,Diesel,19363,Lahore,putty,genuine,genuine,putty,genuine,genuine,genuine,putty,genuine,genuine,putty,0,4,0,4,1,0,0,140.3,14030000
Toyota,Prado,TX 2.7,2010,14,2700,Automatic,Petrol,160337,Lahore,putty,replaced,putty,putty,putty,replaced,putty,replaced,putty,putty,putty,0,8,3,11,0,1,0,49.05,4905000
Toyota,Corolla,GLi 1.3,2010,14,1300,Manual,Petrol,182239,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,18.9,1890000
Honda,Vezel,Hybrid Z,2015,9,1500,Automatic,Hybrid,140964,Rawalpindi,putty,replaced,putty,touchup_no_putty,replaced,replaced,putty,putty,putty,putty,putty,1,7,3,11,0,1,0,10.2,1020000
Suzuki,Cultus,Auto Gear Shift,2021,3,1000,Automatic,Petrol,51242,Islamabad,genuine,genuine,genuine,putty,genuine,genuine,putty,genuine,genuine,genuine,putty,0,3,0,3,1,0,0,33.0,3300000
Honda,City,1.3 i-VTEC,2020,4,1300,Manual,Petrol,52863,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,26.2,2620000
Honda,Civic,Oriel 1.5 Turbo (11th Gen),2024,0,1500,Automatic,Petrol,4073,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,2,0,0,2,1,0,0,84.4,8440000
Honda,City,Aspire 1.5 Prosmatec,2021,3,1500,Automatic,Petrol,41929,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,1,0,0,1,1,0,0,35.3,3530000
Toyota,Fortuner,Sigma 4 2.8 Diesel,2018,6,2800,Automatic,Diesel,102880,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,143.4,14340000
Honda,BR-V,i-VTEC S,2024,0,1500,Automatic,Petrol,5328,Islamabad,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,1,0,0,1,1,0,0,45.1,4510000
Toyota,Vitz,F 1.0,2013,11,1000,Automatic,Petrol,131423,Faisalabad,genuine,genuine,genuine,genuine,genuine,genuine,putty,genuine,genuine,putty,genuine,0,2,0,2,1,0,0,14.9,1490000
Changan,Alsvin,1.5 Lumiere DCT,2023,1,1500,Automatic,Petrol,13705,Karachi,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,2,0,0,2,1,0,0,38.3,3830000
Suzuki,Mehran,VXR,2011,13,800,Manual,Petrol,142581,Islamabad,genuine,genuine,putty,genuine,touchup_no_putty,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,3,1,0,4,1,0,0,5.25,525000
Toyota,Corolla,Altis 1.6,2015,9,1600,Automatic,Petrol,148017,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,42.25,4225000
Honda,Civic,Oriel 1.5 Turbo (11th Gen),2023,1,1500,Automatic,Petrol,19952,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,touchup_no_putty,genuine,3,0,0,3,1,0,0,81.65,8165000
Toyota,Yaris,ATIV X 1.5 CVT,2021,3,1500,Automatic,Petrol,19341,Gujranwala,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,45.45,4545000
Hyundai,Sonata,2.5,2023,1,2500,Automatic,Petrol,12215,Peshawar,genuine,genuine,genuine,genuine,touchup_no_putty,putty,genuine,genuine,putty,putty,genuine,1,3,0,4,1,0,0,86.4,8640000
KIA,Stonic,EX+,2021,3,1400,Automatic,Petrol,38303,Karachi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,2,0,0,2,1,0,0,42.55,4255000
Honda,City,Aspire 1.5 Prosmatec,2017,7,1500,Automatic,Petrol,97338,Karachi,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,2,0,0,2,1,0,0,25.6,2560000
Suzuki,Every,PA / Join,2023,1,660,Automatic,Petrol,9422,Faisalabad,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,3,0,0,3,1,0,0,21.9,2190000
Suzuki,Swift,GLX CVT,2022,2,1200,Automatic,Petrol,27511,Lahore,putty,genuine,putty,putty,putty,touchup_no_putty,putty,genuine,putty,touchup_no_putty,putty,2,7,0,9,1,0,0,26.45,2645000
Suzuki,Alto,VXR,2020,4,660,Manual,Petrol,66139,Karachi,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,genuine,3,0,0,3,1,0,0,19.05,1905000
Toyota,Corolla,GLi 1.3 Automatic,2018,6,1300,Automatic,Petrol,78611,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,29.7,2970000
Suzuki,Alto,VXR,2021,3,660,Manual,Petrol,33848,Faisalabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,21.7,2170000
Toyota,Corolla,Altis 1.6,2020,4,1600,Automatic,Petrol,47301,Lahore,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,3,0,0,3,1,0,0,48.0,4800000
Hyundai,Sonata,2.5,2023,1,2500,Automatic,Petrol,13700,Karachi,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,genuine,genuine,2,0,0,2,1,0,0,91.85,9185000
Suzuki,Bolan,VX Euro II,2010,14,800,Manual,Petrol,241411,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,8.25,825000
Toyota,Corolla,Altis 1.6,2017,7,1600,Automatic,Petrol,88541,Unregistered,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,41.25,4125000
Hyundai,Tucson,AWD,2023,1,2000,Automatic,Petrol,6450,Islamabad,replaced,genuine,putty,putty,touchup_no_putty,putty,putty,replaced,putty,touchup_no_putty,putty,2,6,2,10,1,0,0,44.5,4450000
Honda,Civic,Rebirth 1.8 VTi Oriel,2016,8,1800,Automatic,Petrol,98753,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,27.25,2725000
Honda,Civic,Oriel 1.5 Turbo (11th Gen),2022,2,1500,Automatic,Petrol,21092,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,80.75,8075000
Toyota,Yaris,ATIV X 1.5 CVT,2022,2,1500,Automatic,Petrol,35704,Rawalpindi,putty,touchup_no_putty,putty,putty,putty,putty,putty,putty,putty,putty,putty,1,10,0,11,1,0,0,23.5,2350000
Honda,BR-V,i-VTEC S,2021,3,1500,Automatic,Petrol,49233,Lahore,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,3,0,0,3,1,0,0,37.6,3760000
Honda,Civic,1.8 i-VTEC Oriel (X),2019,5,1800,Automatic,Petrol,46163,Rawalpindi,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,touchup_no_putty,genuine,touchup_no_putty,genuine,genuine,3,0,0,3,1,0,0,44.2,4420000
Suzuki,Cultus,Auto Gear Shift,2020,4,1000,Automatic,Petrol,44215,Lahore,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,putty,genuine,genuine,genuine,genuine,1,1,0,2,1,0,0,32.25,3225000
Honda,Civic,Oriel 1.5 Turbo (11th Gen),2023,1,1500,Automatic,Petrol,19719,Karachi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,1,0,0,1,1,0,0,80.1,8010000
KIA,Picanto,Automatic,2023,1,1000,Automatic,Petrol,3000,Karachi,genuine,genuine,genuine,touchup_no_putty,putty,putty,genuine,genuine,genuine,genuine,genuine,1,2,0,3,1,0,0,27.5,2750000
Honda,Civic,Rebirth 1.8 VTi Oriel,2013,11,1800,Automatic,Petrol,159281,Lahore,replaced,touchup_no_putty,touchup_no_putty,putty,touchup_no_putty,genuine,genuine,putty,putty,putty,touchup_no_putty,4,4,1,9,1,0,0,12.4,1240000
Hyundai,Tucson,AWD,2020,4,2000,Automatic,Petrol,53509,Lahore,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,genuine,3,0,0,3,1,0,0,66.9,6690000
Toyota,Corolla,GLi 1.3,2018,6,1300,Manual,Petrol,81818,Karachi,putty,genuine,putty,putty,touchup_no_putty,touchup_no_putty,putty,touchup_no_putty,putty,putty,touchup_no_putty,4,6,0,10,1,0,0,15.65,1565000
Honda,City,i-DSI 1.3,2006,18,1300,Manual,Petrol,226634,Multan,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,8.0,800000
Honda,Civic,RS Turbo 1.5,2018,6,1500,Automatic,Petrol,73210,Peshawar,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,genuine,genuine,2,0,0,2,1,0,0,42.75,4275000
Hyundai,Sonata,2.5,2023,1,2500,Automatic,Petrol,24320,Karachi,genuine,genuine,touchup_no_putty,genuine,genuine,genuine,putty,genuine,genuine,genuine,genuine,1,1,0,2,1,0,0,83.95,8395000
Daihatsu,Cuore,CX Eco,2004,20,800,Manual,Petrol,323681,Gujranwala,genuine,genuine,genuine,touchup_no_putty,genuine,touchup_no_putty,genuine,genuine,genuine,genuine,touchup_no_putty,3,0,0,3,1,0,0,3.9,390000
KIA,Picanto,Automatic,2024,0,1000,Automatic,Petrol,797,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,touchup_no_putty,genuine,genuine,1,0,0,1,1,0,0,36.25,3625000
Honda,Civic,RS Turbo 1.5,2019,5,1500,Automatic,Petrol,59201,Lahore,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,putty,genuine,genuine,0,1,0,1,1,0,0,53.2,5320000
KIA,Picanto,Automatic,2023,1,1000,Automatic,Petrol,14496,Islamabad,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,0,0,0,1,0,1,35.0,3500000
Hyundai,Tucson,AWD,2020,4,2000,Automatic,Petrol,67378,Islamabad,genuine,genuine,putty,genuine,genuine,genuine,genuine,genuine,genuine,genuine,genuine,0,1,0,1,1,0,0,65.7,6570000
Toyota,Aqua,Hybrid S,2017,7,1500,Automatic,Hybrid,113898,Rawalpindi,genuine,genuine,genuine,genuine,genuine,genuine,genuine,putty,putty,genuine,genuine,0,2,0,2,1,0,0,24.15,2415000
